image_path,class_label,attributes,caption,instance_id,mapped_class,split
images/team3_sneakers_007.jpg,sneakers,color:white;material:fabric;pattern:unknown;condition:new;features:with_laces,"A new white sneakers of fabric material, with laces",team3_sneakers_02_2,sneakers,val
images/team3_sneakers_008.jpg,sneakers,color:white;material:fabric;pattern:unknown;condition:new;features:with_laces,"A new white sneakers of fabric material, with laces",team3_sneakers_02_3,sneakers,train
images/team3_sneakers_009.jpg,sneakers,color:white;material:fabric;pattern:unknown;condition:new;features:with_laces,"A new white sneakers of fabric material, with laces",team3_sneakers_02_4,sneakers,train
images/team3_sneakers_010.jpg,sneakers,color:white;material:fabric;pattern:unknown;condition:new;features:with_laces,"A new white sneakers of fabric material, with laces",team3_sneakers_02_5,sneakers,train
images/team3_sneakers_011.jpg,sneakers,color:yellow;material:leather;pattern:plain;condition:used;features:with_laces,"A used yellow sneakers of leather material with striped pattern, with laces",team3_sneakers_03_1,sneakers,val
images/team3_sneakers_012.jpg,sneakers,color:yellow;material:leather;pattern:striped;condition:used;features:with_laces,"A used yellow sneakers of leather material with striped pattern, with laces",team3_sneakers_03_2,sneakers,val
images/team3_sneakers_013.jpg,sneakers,color:yellow;material:leather;pattern:striped;condition:used;features:with_laces,"A used yellow sneakers of leather material with striped pattern, with laces",team3_sneakers_03_3,sneakers,train
images/team3_sneakers_014.jpg,sneakers,color:yellow;material:leather;pattern:striped;condition:used;features:with_laces,"A used yellow sneakers of leather material with striped pattern, with laces",team3_sneakers_03_4,sneakers,train
images/team3_sneakers_015.jpg,sneakers,color:yellow;material:leather;pattern:striped;condition:used;features:with_laces,"A used yellow sneakers of leather material with striped pattern, with laces",team3_sneakers_03_5,sneakers,train
images/team3_sneakers_016.jpg,sneakers,color:black;material:fabric;pattern:plain;condition:used;features:with_laces,"A used black sneakers of fabric material with plain pattern, with laces",team3_sneakers_04_1,sneakers,train
images/team3_sneakers_017.jpg,sneakers,color:black;material:fabric;pattern:plain;condition:used;features:with_laces,"A used black sneakers of fabric material with plain pattern, with laces",team3_sneakers_04_2,sneakers,train
images/team3_sneakers_018.jpg,sneakers,color:black;material:fabric;pattern:plain;condition:used;features:with_laces,"A used black sneakers of fabric material with plain pattern, with laces",team3_sneakers_04_3,sneakers,train
images/team3_sneakers_019.jpg,sneakers,color:black;material:fabric;pattern:plain;condition:used;features:with_laces,"A used black sneakers of fabric material with plain pattern, with laces",team3_sneakers_04_4,sneakers,train
images/team3_sneakers_020.jpg,sneakers,color:black;material:fabric;pattern:plain;condition:used;features:with_laces,"A used black sneakers of fabric material with plain pattern, with laces",team3_sneakers_04_5,sneakers,train
images/team3_sneakers_021.jpg,sneakers,color:green;material:fabric;pattern:plain;condition:used;features:with_laces,"A used green sneakers of fabric material with plain pattern, with laces",team3_sneakers_05_1,sneakers,train
images/team3_sneakers_022.jpg,sneakers,color:green;material:fabric;pattern:plain;condition:used;features:with_laces,"A used green sneakers of fabric material with plain pattern, with laces",team3_sneakers_05_2,sneakers,train
images/team3_sneakers_023.jpg,sneakers,color:green;material:fabric;pattern:plain;condition:used;features:with_laces,"A used green sneakers of fabric material with plain pattern, with laces",team3_sneakers_05_3,sneakers,train
images/team3_sneakers_024.jpg,sneakers,color:green;material:fabric;pattern:plain;condition:used;features:with_laces,"A used green sneakers of fabric material with plain pattern, with laces",team3_sneakers_05_4,sneakers,train
images/team3_sneakers_025.jpg,sneakers,color:green;material:fabric;pattern:plain;condition:used;features:with_laces,"A used green sneakers of fabric material with plain pattern, with laces",team3_sneakers_05_5,sneakers,val
images/team3_sneakers_026.jpg,sneakers,color:black;material:fabric;pattern:plain;condition:new;features:with_laces,"A new black sneakers of fabric material with plain pattern, with laces",team3_sneakers_06_1,sneakers,train
images/team3_sneakers_027.jpg,sneakers,color:black;material:fabric;pattern:plain;condition:new;features:with_laces,"A new black sneakers of fabric material with plain pattern, with laces",team3_sneakers_06_2,sneakers,train
images/team3_sneakers_028.jpg,sneakers,color:black;material:fabric;pattern:plain;condition:new;features:with_laces,"A new black sneakers of fabric material with plain pattern, with laces",team3_sneakers_06_3,sneakers,train
images/team3_sneakers_029.jpg,sneakers,color:black;material:fabric;pattern:plain;condition:new;features:with_laces,"A new black sneakers of fabric material with plain pattern, with laces",team3_sneakers_06_4,sneakers,train
images/team3_sneakers_030.jpg,sneakers,color:black;material:fabric;pattern:plain;condition:new;features:with_laces,"A new black sneakers of fabric material with plain pattern, with laces",team3_sneakers_06_5,sneakers,val
images/team3_sneakers_031.jpg,sneakers,color:blue;material:leather;pattern:unknown;condition:new;features:with_laces,"A new blue sneakers of leather material, with laces",team3_sneakers_07_1,sneakers,val
images/team3_sneakers_032.jpg,sneakers,color:blue;material:leather;pattern:unknown;condition:new;features:with_laces,"A new blue sneakers of leather material, with laces",team3_sneakers_07_2,sneakers,train
images/team3_sneakers_033.jpg,sneakers,color:blue;material:leather;pattern:unknown;condition:new;features:with_laces,"A new blue sneakers of leather material, with laces",team3_sneakers_07_3,sneakers,train
images/team3_sneakers_034.jpg,sneakers,color:blue;material:leather;pattern:unknown;condition:new;features:with_laces,"A new blue sneakers of leather material, with laces",team3_sneakers_07_4,sneakers,train
images/team3_sneakers_035.jpg,sneakers,color:blue;material:leather;pattern:unknown;condition:new;features:with_laces,"A new blue sneakers of leather material, with laces",team3_sneakers_07_5,sneakers,train
images/team3_sneakers_036.jpg,sneakers,color:red;material:fabric;pattern:unknown;condition:new;features:with_laces,"A new red sneakers of fabric material, with laces",team3_sneakers_08_1,sneakers,train
images/team3_sneakers_037.jpg,sneakers,color:red;material:fabric;pattern:unknown;condition:new;features:with_laces,"A new red sneakers of fabric material, with laces",team3_sneakers_08_2,sneakers,train
images/team3_sneakers_038.jpg,sneakers,color:red;material:fabric;pattern:unknown;condition:new;features:with_laces,"A new red sneakers of fabric material, with laces",team3_sneakers_08_3,sneakers,train
images/team3_sneakers_039.jpg,sneakers,color:red;material:fabric;pattern:unknown;condition:new;features:with_laces,"A new red sneakers of fabric material, with laces",team3_sneakers_08_4,sneakers,train
images/team3_sneakers_040.jpg,sneakers,color:red;material:fabric;pattern:unknown;condition:new;features:with_laces,"A new red sneakers of fabric material, with laces",team3_sneakers_08_5,sneakers,val
images/team3_sneakers_041.jpg,sneakers,color:brown;material:fabric;pattern:plain;condition:new;features:with_laces,"A new brown sneakers of fabric material with plain pattern, with laces",team3_sneakers_09_1,sneakers,train
images/team3_sneakers_042.jpg,sneakers,color:brown;material:fabric;pattern:plain;condition:new;features:with_laces,"A new brown sneakers of fabric material with plain pattern, with laces",team3_sneakers_09_2,sneakers,train
images/team3_sneakers_043.jpg,sneakers,color:brown;material:fabric;pattern:plain;condition:new;features:with_laces,"A new brown sneakers of fabric material with plain pattern, with laces",team3_sneakers_09_3,sneakers,train
images/team3_sneakers_044.jpg,sneakers,color:brown;material:fabric;pattern:plain;condition:new;features:with_laces,"A new brown sneakers of fabric material with plain pattern, with laces",team3_sneakers_09_4,sneakers,train
images/team3_sneakers_045.jpg,sneakers,color:brown;material:fabric;pattern:plain;condition:new;features:with_laces,"A new brown sneakers of fabric material with plain pattern, with laces",team3_sneakers_09_5,sneakers,train
images/team3_sneakers_046.jpg,sneakers,color:grey;material:leather;pattern:plain;condition:new;features:with_laces,"A new grey sneakers of leather material with plain pattern, with laces",team3_sneakers_10_1,sneakers,train
images/team3_sneakers_047.jpg,sneakers,color:grey;material:leather;pattern:plain;condition:new;features:with_laces,"A new grey sneakers of leather material with plain pattern, with laces",team3_sneakers_10_2,sneakers,train
images/team3_sneakers_048.jpg,sneakers,color:grey;material:leather;pattern:plain;condition:new;features:with_laces,"A new grey sneakers of leather material with plain pattern, with laces",team3_sneakers_10_3,sneakers,train
images/team3_sneakers_049.jpg,sneakers,color:grey;material:leather;pattern:plain;condition:new;features:with_laces,"A new grey sneakers of leather material with plain pattern, with laces",team3_sneakers_10_4,sneakers,train
images/team3_sneakers_050.jpg,sneakers,color:grey;material:leather;pattern:plain;condition:new;features:with_laces,"A new grey sneakers of leather material with plain pattern, with laces",team3_sneakers_10_5,sneakers,train
images/team3_sneakers_051.jpg,sneakers,color:grey;material:fabric;pattern:plain;condition:new;features:without_laces,"A new grey sneakers of fabric material with plain pattern, without laces",team3_sneakers_11_1,sneakers,train
images/team3_sneakers_052.jpg,sneakers,color:grey;material:fabric;pattern:plain;condition:new;features:without_laces,"A new grey sneakers of fabric material with plain pattern, without laces",team3_sneakers_11_2,sneakers,train
images/team3_sneakers_053.jpg,sneakers,color:grey;material:fabric;pattern:plain;condition:new;features:without_laces,"A new grey sneakers of fabric material with plain pattern, without laces",team3_sneakers_11_3,sneakers,train
images/team3_sneakers_054.jpg,sneakers,color:grey;material:fabric;pattern:plain;condition:new;features:without_laces,"A new grey sneakers of fabric material with plain pattern, without laces",team3_sneakers_11_4,sneakers,train
images/team3_sneakers_055.jpg,sneakers,color:grey;material:fabric;pattern:plain;condition:new;features:without_laces,"A new grey sneakers of fabric material with plain pattern, without laces",team3_sneakers_11_5,sneakers,train
images/team3_sneakers_056.jpg,sneakers,color:pink;material:fabric;pattern:plain;condition:used;features:with_laces,"A used pink sneakers of fabric material with plain pattern, with laces",team3_sneakers_12_1,sneakers,val
images/team3_sneakers_057.jpg,sneakers,color:pink;material:fabric;pattern:plain;condition:used;features:with_laces,"A used pink sneakers of fabric material with plain pattern, with laces",team3_sneakers_12_2,sneakers,train
images/team3_sneakers_058.jpg,sneakers,color:pink;material:fabric;pattern:plain;condition:used;features:with_laces,"A used pink sneakers of fabric material with plain pattern, with laces",team3_sneakers_12_3,sneakers,train
images/team3_sneakers_059.jpg,sneakers,color:pink;material:fabric;pattern:plain;condition:used;features:with_laces,"A used pink sneakers of fabric material with plain pattern, with laces",team3_sneakers_12_4,sneakers,train
images/team3_sneakers_060.jpg,sneakers,color:pink;material:fabric;pattern:plain;condition:used;features:with_laces,"A used pink sneakers of fabric material with plain pattern, with laces",team3_sneakers_12_5,sneakers,train
images/team3_cup_001.jpg,cup,color:grey;material:metal;pattern:plain;condition:new;features:with_handle,A new grey plain metal cup with handle,team3_cup_01_1,Cup,train
images/team3_cup_002.jpg,cup,color:grey;material:metal;pattern:plain;condition:new;features:with_handle,A new grey plain metal cup with handle,team3_cup_01_2,Cup,train
images/team3_cup_003.jpg,cup,color:grey;material:metal;pattern:plain;condition:new;features:with_handle,A new grey plain metal cup with handle,team3_cup_02_1,Cup,train
images/team3_cup_004.jpg,cup,color:white;material:ceramic;pattern:plain;condition:new;features:with_handle,A new plain white ceramic cup with handle,team3_cup_03_1,Cup,train
images/team3_cup_005.jpg,cup,color:blue;material:ceramic;pattern:textured;condition:new;features:with_handle,A new blue textured ceramic cup with handle,team3_cup_04_1,Cup,train
images/team3_cup_006.jpg,cup,color:blue;material:ceramic;pattern:textured;condition:new;features:with_handle,A new blue textured ceramic cup with handle,team3_cup_04_2,Cup,train
images/team3_cup_007.jpg,cup,color:blue;material:ceramic;pattern:textured;condition:new;features:with_handle,A new blue textured ceramic cup with handle,team3_cup_04_3,Cup,train
images/team3_cup_008.jpg,cup,color:blue;material:ceramic;pattern:textured;condition:new;features:with_handle,A new blue textured ceramic cup with handle,team3_cup_04_4,Cup,train
images/team3_cup_009.jpg,cup,color:brown;material:ceramic;pattern:textured;condition:new;features:with_handle,A new brown textured ceramic cup with handle,team3_cup_05_1,Cup,train
images/team3_cup_010.jpg,cup,color:brown;material:ceramic;pattern:textured;condition:new;features:with_handle,A new brown textured ceramic cup with handle,team3_cup_05_2,Cup,val
images/team3_cup_011.jpg,cup,color:brown;material:ceramic;pattern:textured;condition:new;features:with_handle,A new brown textured ceramic cup with handle,team3_cup_05_3,Cup,train
images/team3_cup_012.jpg,cup,color:brown;material:ceramic;pattern:textured;condition:new;features:with_handle,A new brown textured ceramic cup with handle,team3_cup_05_4,Cup,train
images/team3_cup_013.jpg,cup,color:yellow;material:ceramic;pattern:plain;condition:new;features:with_handle,A new yellow plain ceramic cup with handle,team3_cup_06_1,Cup,train
images/team3_cup_014.jpg,cup,color:yellow;material:ceramic;pattern:plain;condition:new;features:with_handle,A new yellow plain ceramic cup with handle,team3_cup_07_1,Cup,train
images/team3_cup_015.jpg,cup,color:white;material:ceramic;pattern:patterned;condition:new;features:with_handle,A new white patterned ceramic cup with handle,team3_cup_08_1,Cup,train
images/team3_cup_016.jpg,cup,color:white;material:ceramic;pattern:patterned;condition:new;features:with_handle,A new white patterned ceramic cup with handle,team3_cup_08_2,Cup,val
images/team3_cup_017.jpg,cup,color:orange;material:ceramic;pattern:plain;condition:used;features:with_handle,A used orange plain ceramic cup with handle,team3_cup_09_1,Cup,val
images/team3_cup_018.jpg,cup,color:orange;material:ceramic;pattern:plain;condition:used;features:with_handle,A used orange plain ceramic cup with handle,team3_cup_09_2,Cup,train
images/team3_cup_019.jpg,cup,color:orange;material:ceramic;pattern:plain;condition:used;features:with_handle,A used orange plain ceramic cup with handle,team3_cup_09_3,Cup,val
images/team3_cup_020.jpg,cup,color:orange;material:ceramic;pattern:plain;condition:used;features:with_handle,A used orange plain ceramic cup with handle,team3_cup_09_4,Cup,train
images/team3_cup_021.jpg,cup,color:orange;material:ceramic;pattern:plain;condition:used;features:with_handle,A used orange plain ceramic cup with handle,team3_cup_09_5,Cup,train
images/team3_cup_022.jpg,cup,color:white;material:ceramic;pattern:patterned;condition:used;features:with_handle,A used white patterned ceramic cup with handle,team3_cup_10_1,Cup,train
images/team3_cup_023.jpg,cup,color:white;material:ceramic;pattern:patterned;condition:used;features:with_handle,A used white patterned ceramic cup with handle,team3_cup_10_2,Cup,train
images/team3_cup_024.jpg,cup,color:white;material:ceramic;pattern:patterned;condition:used;features:with_handle,A used white patterned ceramic cup with handle,team3_cup_10_3,Cup,train
images/team3_cup_025.jpg,cup,color:white;material:ceramic;pattern:patterned;condition:used;features:with_handle,A used white patterned ceramic cup with handle,team3_cup_10_4,Cup,train
images/team3_cup_026.jpg,cup,color:white;material:ceramic;pattern:patterned;condition:used;features:with_handle,A used white patterned ceramic cup with handle,team3_cup_10_5,Cup,train
images/team3_cup_027.jpg,cup,color:white;material:ceramic;pattern:patterned;condition:used;features:with_handle,A used white patterned ceramic cup with handle,team3_cup_11_1,Cup,train
images/team3_cup_028.jpg,cup,color:white;material:ceramic;pattern:patterned;condition:used;features:with_handle,A used white patterned ceramic cup with handle,team3_cup_11_2,Cup,train
images/team3_cup_029.jpg,cup,color:white;material:ceramic;pattern:patterned;condition:used;features:with_handle,A used white patterned ceramic cup with handle,team3_cup_11_3,Cup,train
images/team3_cup_030.jpg,cup,color:white;material:ceramic;pattern:patterned;condition:used;features:with_handle,A used white patterned ceramic cup with handle,team3_cup_11_4,Cup,train
images/team3_cup_031.jpg,cup,color:white;material:ceramic;pattern:patterned;condition:old;features:with_handle,An old white patterned ceramic cup with handle,team3_cup_12_1,Cup,val
images/team3_cup_032.jpg,cup,color:white;material:ceramic;pattern:patterned;condition:old;features:with_handle,An old white patterned ceramic cup with handle,team3_cup_12_2,Cup,train
images/team3_cup_033.jpg,cup,color:white;material:ceramic;pattern:patterned;condition:used;features:with_handle,A used white patterned ceramic cup with handle,team3_cup_11_5,Cup,train
images/team3_cup_034.jpg,cup,color:white;material:ceramic;pattern:patterned;condition:old;features:with_handle,An old white patterned ceramic cup with handle,team3_cup_12_3,Cup,train
images/team3_cup_035.jpg,cup,color:white;material:ceramic;pattern:patterned;condition:old;features:with_handle,An old white patterned ceramic cup with handle,team3_cup_12_4,Cup,train
images/team3_cup_036.jpg,cup,color:white;material:ceramic;pattern:patterned;condition:old;features:with_handle,An old white patterned ceramic cup with handle,team3_cup_12_5,Cup,train
images/team3_cup_037.jpg,cup,color:white;material:ceramic;pattern:patterned;condition:old;features:with_handle,An old white patterned ceramic cup with handle,team3_cup_13_1,Cup,train
images/team3_cup_038.jpg,cup,color:white;material:ceramic;pattern:patterned;condition:old;features:with_handle,An old white patterned ceramic cup with handle,team3_cup_13_2,Cup,train
images/team3_cup_039.jpg,cup,color:white;material:ceramic;pattern:patterned;condition:old;features:with_handle,An old white patterned ceramic cup with handle,team3_cup_13_3,Cup,train
images/team3_cup_040.jpg,cup,color:white;material:ceramic;pattern:patterned;condition:old;features:with_handle,An old white patterned ceramic cup with handle,team3_cup_13_4,Cup,train
images/team3_cup_041.jpg,cup,color:white;material:ceramic;pattern:patterned;condition:old;features:with_handle,An old white patterned ceramic cup with handle,team3_cup_13_5,Cup,train
images/team3_cup_042.jpg,cup,color:white;material:ceramic;pattern:plain;condition:used;features:with_handle,A used white plain ceramic cup with handle,team3_cup_14_1,Cup,train
images/team3_cup_043.jpg,cup,color:white;material:ceramic;pattern:plain;condition:used;features:with_handle,A used white plain ceramic cup with handle,team3_cup_14_2,Cup,train
images/team3_cup_044.jpg,cup,color:white;material:ceramic;pattern:plain;condition:used;features:with_handle,A used white plain ceramic cup with handle,team3_cup_14_3,Cup,train
images/team3_cup_045.jpg,cup,color:white;material:ceramic;pattern:plain;condition:used;features:with_handle,A used white plain ceramic cup with handle,team3_cup_14_4,Cup,train
images/team3_cup_046.jpg,cup,color:white;material:ceramic;pattern:plain;condition:used;features:with_handle,A used white plain ceramic cup with handle,team3_cup_14_5,Cup,val
images/team3_cup_047.jpg,cup,color:blue;material:ceramic;pattern:plain;condition:used;features:with_handle,A used blue plain ceramic cup with handle,team3_cup_15_1,Cup,train
images/team3_cup_048.jpg,cup,color:blue;material:ceramic;pattern:textured;condition:used;features:with_handle,A used blue textured ceramic cup with handle,team3_cup_16_1,Cup,train
images/team3_cup_049.jpg,cup,color:blue;material:ceramic;pattern:textured;condition:new;features:with_handle,A new blue textured ceramic cup with handle,team3_cup_17_1,Cup,train
images/team3_cup_050.jpg,cup,color:blue;material:ceramic;pattern:textured;condition:new;features:with_handle,A new blue textured ceramic cup with handle,team3_cup_17_2,Cup,train
images/team3_cup_051.jpg,cup,color:blue;material:ceramic;pattern:textured;condition:new;features:with_handle,A new blue textured ceramic cup with handle,team3_cup_17_3,Cup,train
images/team3_cup_052.jpg,cup,color:yellow;material:ceramic;pattern:textured;condition:new;features:with_handle,A new yellow textured ceramic cup with handle,team3_cup_18_1,Cup,train
images/team3_cup_053.jpg,cup,color:yellow;material:ceramic;pattern:textured;condition:new;features:with_handle,A new yellow textured ceramic cup with handle,team3_cup_18_2,Cup,train
images/team3_cup_054.jpg,cup,color:yellow;material:ceramic;pattern:textured;condition:new;features:with_handle,A new yellow textured ceramic cup with handle,team3_cup_18_3,Cup,train
images/team3_cup_055.jpg,cup,color:green;material:ceramic;pattern:plain;condition:new;features:with_handle,A new green plain ceramic cup with handle,team3_cup_19_1,Cup,train
images/team3_cup_056.jpg,cup,color:green;material:ceramic;pattern:plain;condition:new;features:with_handle,A new green plain ceramic cup with handle,team3_cup_19_2,Cup,val
images/team3_cup_057.jpg,cup,color:blue;material:ceramic;pattern:plain;condition:new;features:with_handle,A new blue plain ceramic cup with handle,team3_cup_20_1,Cup,val
images/team3_cup_058.jpg,cup,color:blue;material:ceramic;pattern:plain;condition:new;features:with_handle,A new blue plain ceramic cup with handle,team3_cup_20_2,Cup,train
images/team3_cup_059.jpg,cup,color:black;material:ceramic;pattern:plain;condition:new;features:with_handle,A new black plain ceramic cup with handle,team3_cup_21_1,Cup,train
images/team3_cup_060.jpg,cup,color:black;material:ceramic;pattern:plain;condition:new;features:with_handle,A new black plain ceramic cup with handle,team3_cup_21_2,Cup,train
images/team9_calculator_01_a.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A blue plastic calculator on a cracked white surface.,team9_calculator_01_1,calculator,train
images/team9_calculator_01_b.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A dark plastic calculator with colorful buttons.,team9_calculator_01_2,calculator,train
images/team9_calculator_01_c.jpg,calculator,color:black;material:plastic;condition:new;size:medium,The back of a dark blue plastic calculator.,team9_calculator_01_3,calculator,train
images/team9_calculator_01_d.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A dark gray plastic calculator with its case.,team9_calculator_01_4,calculator,train
images/team9_calculator_01_e.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A dark gray plastic calculator on a white notebook.,team9_calculator_01_5,calculator,val
images/team9_calculator_02_a.jpg,calculator,color:black;material:plastic;condition:new;size:medium,The bottom of a dark gray plastic calculator.,team9_calculator_02_1,calculator,train
images/team9_calculator_02_b.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A black plastic calculator with blue buttons.,team9_calculator_02_2,calculator,train
images/team9_calculator_02_c.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A black plastic calculator with colorful buttons.,team9_calculator_02_3,calculator,train
images/team9_calculator_02_d.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A black plastic calculator on a white notebook.,team9_calculator_02_4,calculator,train
images/team9_calculator_03_a.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A cream-colored plastic calculator with pastel buttons.,team9_calculator_03_1,calculator,train
images/team9_calculator_03_b.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A white plastic calculator with colorful pastel buttons.,team9_calculator_03_2,calculator,train
images/team9_calculator_03_c.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A white plastic calculator with pastel buttons and an orange bottom.,team9_calculator_03_3,calculator,val
images/team9_calculator_03_d.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A white plastic calculator with pastel buttons.,team9_calculator_03_4,calculator,val
images/team9_calculator_04_a.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A black plastic calculator with a clear screen.,team9_calculator_04_1,calculator,train
images/team9_calculator_04_b.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A black plastic calculator and its case.,team9_calculator_04_2,calculator,train
images/team9_calculator_04_c.jpg,calculator,color:black;material:plastic;condition:new;size:medium,"A black plastic calculator, tilted to the side.",team9_calculator_04_3,calculator,train
images/team9_calculator_04_d.jpg,calculator,color:black;material:plastic;condition:new;size:medium,The back of a dark gray plastic calculator case.,team9_calculator_04_4,calculator,train
images/team9_calculator_04_e.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A dark gray plastic calculator with a green screen.,team9_calculator_04_5,calculator,train
images/team9_calculator_05_a.jpg,calculator,color:white;material:plastic;condition:new;size:medium,A gray plastic device with blue buttons.,team9_calculator_05_1,calculator,train
images/team9_calculator_05_b.jpg,calculator,color:white;material:plastic;condition:new;size:medium,A silver-gray plastic calculator with blue and orange buttons.,team9_calculator_05_2,calculator,val
images/team9_calculator_05_c.jpg,calculator,color:white;material:plastic;condition:new;size:medium,A gray plastic calculator with colorful buttons.,team9_calculator_05_3,calculator,train
images/team9_calculator_05_d.jpg,calculator,color:white;material:plastic;condition:new;size:medium,A light gray plastic calculator with colorful buttons.,team9_calculator_05_4,calculator,train
images/team9_calculator_05_e.jpg,calculator,color:white;material:plastic;condition:new;size:medium,A gray plastic calculator with colorful buttons.,team9_calculator_05_5,calculator,train
images/team9_calculator_06_a.jpg,calculator,color:white;material:plastic;condition:new;size:medium,A small black and white plastic calculator.,team9_calculator_06_1,calculator,train
images/team9_calculator_06_b.jpg,calculator,color:white;material:plastic;condition:new;size:medium,A black plastic calculator with white buttons and a metal border.,team9_calculator_06_2,calculator,train
images/team9_calculator_06_c.jpg,calculator,color:white;material:plastic;condition:new;size:medium,A white and black plastic solar calculator.,team9_calculator_06_3,calculator,train
images/team9_calculator_06_d.jpg,calculator,color:white;material:plastic;condition:new;size:medium,A white plastic calculator in its clear packaging.,team9_calculator_06_4,calculator,val
images/team9_calculator_06_e.jpg,calculator,color:white;material:plastic;condition:new;size:medium,The back of a white plastic calculator.,team9_calculator_06_5,calculator,val
images/team9_calculator_07_a.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A white plastic calculator with round pastel buttons.,team9_calculator_07_1,calculator,train
images/team9_calculator_07_b.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A white plastic calculator with round pastel keys.,team9_calculator_07_2,calculator,train
images/team9_calculator_07_c.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A white plastic calculator with round pastel keys.,team9_calculator_07_3,calculator,train
images/team9_calculator_07_d.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A white plastic calculator with colorful round keys.,team9_calculator_07_4,calculator,val
images/team9_calculator_07_e.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A white plastic calculator with colorful pastel keys.,team9_calculator_07_5,calculator,train
images/team9_calculator_08_a.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A dark blue plastic calculator with gray buttons.,team9_calculator_08_1,calculator,train
images/team9_calculator_08_b.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A dark gray plastic calculator with blue buttons.,team9_calculator_08_2,calculator,train
images/team9_calculator_08_c.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A dark blue plastic calculator with gray buttons.,team9_calculator_08_3,calculator,train
images/team9_calculator_09_a.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A pink plastic calculator with coral buttons.,team9_calculator_09_1,calculator,val
images/team9_calculator_09_b.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A pink plastic calculator with coral buttons.,team9_calculator_09_2,calculator,train
images/team9_calculator_09_c.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A pink plastic calculator with round keys.,team9_calculator_09_3,calculator,train
images/team9_calculator_10_a.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A yellow plastic calculator with colorful round keys.,team9_calculator_10_1,calculator,train
images/team9_calculator_10_b.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A hand holding a yellow plastic calculator with colorful buttons.,team9_calculator_10_2,calculator,train
images/team9_calculator_10_c.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,Pastel plastic calculators with colorful round keys.,team9_calculator_10_3,calculator,train
images/team9_calculator_10_d.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A cream-colored plastic calculator with round pastel buttons.,team9_calculator_10_4,calculator,val
images/team9_calculator_10_e.jpg,calculator,color:multicolor;material:plastic;condition:new;size:medium,A yellow plastic calculator with colorful round keys.,team9_calculator_10_5,calculator,train
images/team9_calculator_11_a.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A dark plastic calculator with gray and orange buttons.,team9_calculator_11_1,calculator,train
images/team9_calculator_11_b.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A black plastic calculator with orange and gray buttons.,team9_calculator_11_2,calculator,train
images/team9_calculator_11_c.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A dark gray plastic calculator with an orange button.,team9_calculator_11_3,calculator,train
images/team9_calculator_11_d.jpg,calculator,color:black;material:plastic;condition:new;size:medium,The bottom of a black plastic device.,team9_calculator_11_4,calculator,train
images/team9_calculator_12_a.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A black plastic calculator with a green writing pad and pen.,team9_calculator_12_1,calculator,train
images/team9_calculator_12_b.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A person holding a black plastic calculator and writing tablet.,team9_calculator_12_2,calculator,train
images/team9_calculator_12_c.jpg,calculator,color:black;material:plastic;condition:new;size:medium,A black plastic calculator.,team9_calculator_12_3,calculator,train
images/team9_calculator_12_d.jpg,calculator,color:black;material:plastic;condition:new;size:medium,The bottom of a black plastic device.,team9_calculator_12_4,calculator,val
images/team9_calculator_13_a.jpg,calculator,color:white;material:plastic;condition:new;size:medium,A white plastic calculator with teal keys.,team9_calculator_13_1,calculator,train
images/team9_calculator_13_b.jpg,calculator,color:white;material:plastic;condition:new;size:medium,A white plastic calculator with teal buttons.,team9_calculator_13_2,calculator,train
